player_id,total_playtime_hours,sessions_last_30d,sessions_last_7d,purchases_count,max_level,friends_count,churned
869,363,21,2,8,16,31,0
870,181,4,17,6,39,1,0
871,166,58,6,0,15,23,0
872,90,1,8,7,33,44,0
873,201,29,19,7,87,26,0
874,345,46,11,3,53,8,0
875,18,38,4,7,98,12,0
876,38,3,2,3,17,13,1
877,125,32,10,7,89,10,0
878,450,12,3,4,6,13,0
879,172,19,4,3,31,15,0
880,140,53,0,5,69,9,1
881,241,6,17,1,40,19,0
882,219,14,11,1,30,15,0
883,125,22,12,1,69,33,0
884,57,13,8,8,76,15,0
885,147,22,1,9,7,13,0
886,475,18,4,2,13,27,0
887,455,53,12,9,4,17,0
888,316,28,15,3,50,25,0
889,382,55,15,9,3,37,0
890,360,19,2,7,12,6,0
891,422,28,3,3,65,44,0
892,0,23,10,9,27,33,0
893,386,17,13,9,50,46,0
894,460,9,2,6,77,48,0
895,347,40,15,4,17,44,0
896,189,56,14,8,72,6,0
897,190,7,9,3,32,32,0
898,368,25,8,2,84,34,0
899,408,28,10,1,51,49,0
900,311,9,15,0,17,38,0
901,416,16,9,5,34,20,0
902,421,1,16,9,35,48,0
903,116,5,18,1,99,27,0
904,133,57,1,7,24,31,0
905,57,4,1,5,54,43,0
906,43,27,5,4,18,15,0
907,172,40,18,1,50,9,0
908,159,4,7,6,46,22,0
909,172,17,2,1,48,47,0
910,316,25,13,4,33,49,0
911,302,19,15,1,87,14,0
912,148,40,0,9,89,42,1
913,79,48,2,1,27,49,0
914,373,26,17,6,1,5,0
915,212,48,8,8,85,32,0
916,202,11,5,4,59,38,0
917,251,6,0,6,10,11,1
918,228,58,9,3,95,35,0
919,163,2,5,1,25,30,0
920,226,9,11,2,84,9,0
921,146,33,3,1,57,33,0
922,19,24,12,4,66,40,0
923,440,34,16,5,15,9,0
924,401,15,7,6,28,10,0
925,46,1,19,2,13,13,1
926,232,59,2,3,14,2,0
927,304,23,11,7,66,32,0
928,13,9,6,3,34,6,0
929,142,37,11,6,99,3,0
930,414,21,1,5,25,38,0
931,0,25,13,6,54,47,0
932,372,42,4,0,79,9,0
933,53,54,8,2,12,14,0
934,373,38,10,5,9,15,0
935,258,26,4,2,31,37,0
936,143,28,2,6,78,3,0
937,470,46,16,8,93,3,0
938,440,37,1,2,53,35,0
939,458,19,0,0,43,26,1
940,11,26,6,9,38,21,0
941,329,40,13,5,42,21,0
942,223,53,4,0,72,16,0
943,271,19,18,0,48,44,0
944,455,43,10,7,67,33,0
945,357,18,1,8,66,31,0
946,459,19,7,1,16,5,0
947,407,34,8,8,83,32,0
948,155,46,2,4,94,7,0
949,372,1,1,7,16,49,0
950,7,29,6,6,31,35,0
951,121,52,4,6,58,4,0
952,347,33,4,3,28,4,0
953,163,21,19,1,4,46,0
954,89,2,12,4,10,9,0
955,135,5,19,2,51,39,0
956,185,14,5,8,18,6,0
957,315,26,19,5,47,11,0
958,177,9,17,0,32,29,0
959,27,8,1,2,30,24,0
960,219,32,5,3,36,27,0
961,356,31,8,8,9,42,0
962,40,47,2,5,36,12,0
963,227,5,0,3,29,46,1
964,191,40,0,0,16,48,1
965,410,58,18,7,92,21,0
966,446,35,4,1,21,17,0
967,144,58,12,7,64,26,0
968,200,59,18,5,66,7,0
969,416,1,11,7,59,5,0
970,211,28,15,5,99,10,0
971,460,3,18,4,28,28,0
972,219,0,2,4,55,40,0
973,239,18,11,9,31,4,0
974,412,25,4,9,33,6,0
975,396,24,1,7,87,21,0
976,45,9,6,6,60,46,0
977,34,52,12,7,41,3,0
978,252,14,14,7,81,31,0
979,389,58,2,6,46,18,0
980,81,21,19,1,49,44,0
981,370,50,4,8,65,32,0
982,255,47,7,6,42,0,0
983,196,20,0,5,23,45,1
984,302,58,7,8,27,40,0
985,408,55,17,0,89,43,0
986,449,21,19,1,32,49,0
987,9,35,15,0,83,40,0
988,311,33,17,9,88,7,0
989,285,29,19,2,3,31,0
990,241,24,11,4,60,29,0
991,250,44,12,0,76,45,0
992,364,27,12,3,99,27,0
993,4,0,9,7,79,40,1
994,118,48,6,5,17,31,0
995,288,44,13,0,32,24,0
996,373,3,15,0,7,33,0
997,64,6,14,2,83,32,0
998,145,48,11,9,71,12,0
999,223,8,8,7,69,24,0
1000,238,35,7,7,58,41,0
1001,176,18,17,2,40,39,0
1002,266,0,17,6,85,38,0
1003,340,9,12,2,48,43,0
1004,281,35,17,3,51,48,0
1005,62,8,14,8,57,43,0
1006,216,44,3,3,71,47,0
1007,341,45,16,2,37,9,0
1008,314,41,4,4,87,30,0
1009,282,31,15,6,75,43,0
1010,176,31,8,4,74,10,0
1011,460,5,9,3,85,24,0
1012,416,47,17,7,55,45,0
1013,97,37,16,3,41,44,0
1014,104,16,17,1,97,33,0
1015,98,9,6,9,20,19,0
1016,384,49,3,5,33,6,0
1017,404,26,4,1,40,32,0
1018,495,53,15,2,99,34,0
1019,310,49,2,0,34,28,0
1020,5,34,17,4,62,11,0
1021,475,51,13,8,91,4,0
1022,464,58,14,1,19,11,0
1023,196,20,16,6,43,28,0
1024,350,24,0,4,69,34,1
1025,132,27,16,1,63,19,0
1026,357,46,10,7,93,36,0
1027,258,14,16,5,10,0,0
1028,436,3,13,3,13,15,0
1029,22,28,19,3,93,29,0
1030,484,58,18,1,5,8,0
1031,52,8,6,2,58,41,0
1032,164,26,12,6,59,9,0
1033,201,25,17,2,76,12,0
1034,457,18,13,4,59,47,0
1035,82,55,0,9,77,19,1
1036,144,27,6,5,86,28,0
1037,84,16,7,5,15,3,0
1038,77,42,17,3,77,45,0
1039,456,56,8,5,1,48,0
1040,365,40,0,2,38,27,1
1041,0,41,16,6,53,36,0
1042,50,49,18,6,52,12,0
1043,172,19,5,3,1,2,0
1044,204,44,2,1,11,36,0
1045,259,39,4,6,58,47,0
1046,445,38,1,2,40,18,0
1047,448,48,19,0,86,27,0
1048,368,52,3,1,99,18,0
1049,487,22,9,9,60,16,0
1050,287,46,9,8,44,17,0
1051,33,31,10,7,6,17,0
1052,347,51,15,5,28,22,0
1053,94,46,16,5,31,39,0
1054,71,32,15,0,8,49,0
1055,38,56,6,1,5,8,0
1056,153,45,15,3,54,28,0
1057,249,4,2,2,17,41,0
1058,161,42,15,0,38,28,0
1059,437,47,7,7,9,1,0
1060,117,33,11,6,74,16,0
1061,258,39,2,3,84,44,0
1062,378,10,16,8,78,30,0
1063,305,49,17,3,14,27,0
1064,267,2,10,0,26,42,0
1065,448,57,3,9,93,47,0
1066,53,32,15,0,62,38,0
1067,235,10,16,0,91,29,0
1068,388,15,8,0,25,34,0
1069,477,17,5,3,80,47,0
1070,221,29,19,0,36,19,0
1071,250,47,1,1,98,15,0
1072,312,54,8,3,80,33,0
1073,400,9,5,6,33,13,0
1074,111,17,2,1,3,25,0
1075,254,37,19,7,87,19,0
1076,302,18,5,6,11,41,0
1077,406,35,6,8,58,23,0
1078,206,58,0,5,64,42,1
1079,228,12,0,3,18,17,1
1080,340,55,4,5,47,42,0
1081,397,45,5,3,44,8,0
1082,65,2,12,6,93,18,0
1083,74,9,1,8,59,19,0
1084,434,37,14,2,50,41,0
1085,102,0,14,2,69,29,0
1086,421,54,12,1,88,25,0
1087,191,55,13,0,29,30,0
1088,251,26,6,0,93,34,0
1089,225,45,13,2,90,2,0
1090,293,7,9,6,67,39,0
1091,305,50,16,8,2,28,0
1092,97,45,13,1,25,5,0
1093,337,41,7,6,19,0,0
1094,285,16,3,0,40,23,0
1095,334,8,15,1,2,37,0
1096,346,5,12,5,83,33,0
1097,434,42,19,4,65,6,0
1098,446,24,17,7,62,10,0
1099,481,38,13,1,91,10,0
1100,307,48,17,0,54,35,0
1101,248,59,4,6,45,19,0
1102,165,27,8,5,49,15,0
1103,480,32,2,7,99,4,0
1104,471,53,7,7,69,23,0
1105,334,36,19,1,38,29,0
1106,29,8,9,7,4,29,0
1107,246,17,18,5,17,38,0
1108,105,55,2,8,53,47,0
1109,50,58,10,6,85,46,0
1110,80,20,10,1,53,36,0
1111,132,1,16,7,31,32,0
1112,284,57,15,8,22,19,0
1113,387,42,6,6,11,21,0
1114,137,58,3,3,34,40,0
1115,183,59,18,8,15,20,0
1116,400,37,11,3,10,36,0
1117,329,57,14,3,96,26,0
1118,272,39,10,8,53,37,0
1119,339,35,4,7,48,34,0
1120,471,49,4,3,31,37,0
1121,68,59,14,7,37,39,0
1122,33,42,17,7,28,5,0
1123,261,36,10,6,31,31,0
1124,52,14,11,9,70,15,0
1125,449,27,1,5,14,27,0
1126,204,17,19,7,87,15,0
1127,125,33,14,6,16,26,0
1128,234,21,19,4,25,2,0
1129,42,10,3,3,39,48,0
1130,239,57,17,1,66,20,0
1131,458,56,5,7,38,37,0
1132,370,12,18,8,41,37,0
1133,110,3,10,3,98,29,0
1134,248,21,1,3,40,21,0
1135,150,6,7,4,64,18,0
1136,182,42,10,1,89,30,0
1137,335,53,4,6,16,19,0
1138,94,23,17,4,82,46,0
1139,458,3,17,5,77,18,0
1140,373,27,13,3,59,1,0
1141,399,14,9,7,91,39,0
1142,7,0,2,7,98,38,1
1143,387,54,8,4,11,26,0
1144,359,2,2,5,1,7,0
1145,387,13,10,2,13,44,0
1146,183,37,11,0,30,26,0
1147,280,49,11,8,69,14,0
1148,194,56,2,8,18,11,0
1149,351,0,6,2,78,46,0
1150,194,37,13,3,13,13,0
1151,154,37,10,6,32,6,0
1152,92,20,6,1,71,16,0
1153,159,47,9,2,72,25,0
1154,433,28,10,5,50,36,0
1155,60,4,14,7,71,19,0
1156,121,48,18,0,80,9,0
1157,50,9,15,3,31,18,0
1158,402,27,19,0,51,17,0
1159,276,20,11,1,27,29,0
1160,4,49,17,7,60,29,0
1161,465,6,12,5,33,24,0
1162,91,2,4,8,53,23,0
1163,169,44,3,1,93,9,0
1164,316,46,13,2,72,1,0
1165,21,19,7,8,33,37,0
1166,404,18,8,8,41,31,0
1167,325,34,18,5,19,34,0
1168,0,3,2,2,85,36,1
1169,132,4,4,4,41,6,0
1170,232,0,17,1,85,6,0
1171,11,3,0,6,89,26,1
1172,345,11,7,9,42,9,0
1173,45,59,18,7,23,32,0
1174,33,26,16,5,75,42,0
1175,432,55,16,7,33,6,0
1176,77,41,10,1,20,5,0
1177,217,22,1,2,25,5,0
1178,300,24,5,6,90,12,0
1179,410,20,13,9,52,47,0
1180,72,57,2,0,12,12,0
1181,281,51,11,6,32,1,0
1182,248,23,3,5,33,18,0
1183,46,24,11,7,74,18,0
1184,120,44,12,6,68,49,0
1185,213,54,1,3,15,37,0
1186,238,45,1,2,51,1,0
1187,55,31,14,2,6,25,0
1188,349,54,16,3,91,5,0
1189,106,31,6,8,69,19,0
1190,318,4,13,8,69,22,0
1191,47,35,11,1,82,14,0
1192,60,45,16,4,92,5,0
1193,336,41,13,0,35,27,0
1194,25,48,5,3,86,34,0
1195,291,41,18,1,34,10,0
1196,256,57,5,7,63,7,0
1197,7,38,17,3,68,49,0
1198,112,15,4,4,18,48,0
1199,354,32,5,3,26,23,0
1200,252,48,1,4,86,20,0
1201,179,20,7,4,97,48,0
1202,206,8,14,4,61,35,0
1203,302,5,14,2,78,6,0
1204,126,50,10,6,95,4,0
1205,55,44,0,2,74,28,1
1206,213,34,17,1,88,15,0
1207,13,38,11,2,85,5,0
1208,473,21,11,2,48,13,0
1209,27,40,10,7,72,1,0
1210,470,53,7,3,96,24,0
1211,77,4,6,2,31,30,0
1212,215,41,1,9,34,49,0
1213,385,22,10,4,87,49,0
1214,364,16,9,3,89,12,0
1215,153,11,2,8,7,17,0
1216,13,22,19,7,83,16,0
1217,186,15,9,6,7,44,0
1218,311,2,17,7,47,27,0
1219,370,29,13,4,8,11,0
1220,6,56,17,3,78,34,0
1221,2,21,7,6,1,21,0
1222,110,8,9,0,77,38,0
1223,406,28,12,5,3,0,0
1224,237,46,7,7,53,36,0
1225,362,36,3,6,92,20,0
1226,238,22,3,1,38,0,0
1227,492,12,4,6,51,3,0
1228,273,31,0,5,15,31,1
1229,293,45,16,4,67,0,0
1230,226,51,1,3,64,12,0
1231,370,46,7,0,68,45,0
1232,14,47,6,1,5,46,0
1233,191,22,14,6,90,16,0
1234,472,44,4,9,89,11,0
1235,118,16,1,2,10,6,0
1236,484,54,6,4,8,2,0
1237,27,39,7,7,12,49,0
1238,201,20,6,7,64,25,0
1239,38,1,6,5,59,30,1
1240,440,36,13,4,67,35,0
1241,272,5,17,1,91,25,0
1242,230,43,5,8,50,2,0
1243,85,17,3,0,23,43,0
1244,473,29,9,1,40,27,0
1245,125,21,17,0,97,43,0
1246,299,53,11,3,78,16,0
1247,24,32,15,3,87,37,0
1248,144,29,6,4,95,46,0
1249,12,16,5,4,77,29,0
1250,211,42,4,7,76,1,0
1251,24,31,2,2,99,7,0
1252,67,41,11,5,18,13,0
1253,393,50,14,2,21,36,0
1254,66,13,9,1,1,34,0
1255,232,57,19,7,38,41,0
1256,108,9,18,0,41,38,0
1257,145,46,15,8,42,10,0
1258,110,59,10,6,9,14,0
1259,227,50,7,9,23,1,0
1260,110,35,2,3,78,36,0
1261,469,33,6,2,11,42,0
1262,33,8,6,5,71,31,0
1263,110,41,13,8,31,39,0
1264,263,27,1,8,88,12,0
1265,423,10,9,3,26,42,0
1266,368,13,18,9,30,16,0
1267,235,38,8,4,34,14,0
1268,82,54,15,8,46,32,0
1269,41,46,18,1,69,15,0
1270,424,53,17,1,5,12,0
1271,100,18,8,4,61,21,0
1272,5,53,15,0,83,22,0
1273,179,14,12,7,38,35,0
1274,281,27,9,4,28,42,0
1275,319,23,19,9,26,49,0
1276,225,7,13,1,61,49,0
1277,442,42,11,8,23,9,0
1278,439,8,18,1,46,16,0
1279,314,46,6,6,30,29,0
1280,364,32,14,7,67,12,0
1281,453,32,15,5,92,29,0
1282,228,18,7,6,33,45,0
1283,376,2,9,0,3,29,0
1284,288,9,3,3,69,6,0
1285,436,39,18,6,83,9,0
1286,149,46,18,0,42,34,0
1287,276,41,14,0,62,1,0
1288,197,0,13,5,58,29,0
1289,69,28,0,3,57,18,1
1290,111,49,15,2,1,38,0
1291,3,33,9,4,73,36,0
1292,349,50,18,8,60,2,0
1293,330,12,2,9,69,24,0
1294,445,53,4,9,59,33,0
1295,317,0,8,9,46,21,0
1296,349,33,17,2,34,37,0
1297,94,28,10,4,97,13,0
1298,151,47,15,9,25,38,0
1299,310,46,1,4,42,1,0
1300,136,12,11,8,29,31,0
1301,246,47,5,9,25,42,0
1302,386,48,10,3,54,2,0
1303,242,52,7,0,73,40,0
1304,30,28,11,9,67,7,0
1305,39,38,1,4,15,25,0
1306,228,23,8,0,4,31,0
1307,35,25,14,5,38,10,0
1308,407,16,1,9,20,49,0
1309,222,6,0,9,23,0,1
1310,5,12,9,6,37,14,0
1311,321,4,1,0,62,3,0
1312,467,25,11,9,8,3,0
1313,219,48,7,3,37,27,0
1314,74,2,4,8,45,9,0
1315,3,6,0,0,97,10,1
1316,334,57,14,8,33,49,0
1317,133,48,5,7,7,22,0
1318,117,38,11,4,22,46,0
1319,368,52,7,5,5,2,0
1320,93,0,12,6,15,38,0
1321,485,48,18,3,21,38,0
1322,434,16,0,5,89,16,1
1323,61,42,10,6,17,21,0
1324,440,24,19,5,56,26,0
1325,193,58,0,5,50,15,1
1326,334,2,7,1,7,15,0
1327,202,14,4,4,50,39,0
1328,391,28,16,2,60,2,0
1329,25,52,7,6,83,46,0
1330,434,42,9,3,7,32,0
1331,172,31,1,0,40,41,0
1332,299,25,8,5,45,1,0
1333,132,59,2,5,59,38,0
1334,325,15,17,6,88,45,0
1335,409,24,6,7,75,47,0
1336,117,53,14,2,55,26,0
1337,323,27,19,5,64,14,0
1338,274,8,17,9,65,6,0
1339,211,55,2,1,54,44,0
1340,224,55,13,8,96,41,0
1341,19,0,1,1,40,8,1
1342,112,28,13,2,53,40,0
1343,139,56,10,9,44,5,0
1344,46,21,15,1,63,11,0
1345,0,15,7,8,2,29,0
1346,89,40,6,0,79,19,0
1347,141,50,10,4,21,19,0
1348,319,43,2,0,88,45,0
1349,37,50,16,4,50,26,0
1350,292,53,13,7,81,19,0
1351,381,40,5,7,52,6,0
1352,138,6,7,7,9,39,0
1353,355,13,4,1,99,39,0
1354,332,28,7,7,20,29,0
1355,490,18,1,4,83,7,0
1356,258,18,14,0,18,1,0
1357,160,1,11,6,84,13,0
1358,389,40,16,5,30,9,0
1359,177,44,0,4,65,49,1
1360,9,14,14,0,24,17,0
1361,260,2,13,0,88,17,0
1362,406,10,19,5,47,15,0
1363,137,52,15,9,83,4,0
1364,171,45,8,6,94,30,0
1365,385,29,0,9,90,36,1
1366,12,56,16,9,44,19,0
1367,167,39,12,0,29,22,0
1368,129,17,4,8,77,31,0
1369,83,50,9,3,68,41,0
1370,320,47,5,4,17,16,0
1371,318,1,18,1,97,12,0
1372,100,31,12,9,5,48,0
1373,328,7,0,7,92,49,1
1374,272,21,19,1,88,12,0
1375,264,5,14,2,81,16,0
1376,458,11,13,8,50,14,0
1377,398,46,7,1,40,25,0
1378,407,56,9,5,46,43,0
1379,37,39,8,3,51,27,0
1380,418,35,16,6,11,41,0
1381,93,14,8,5,12,44,0
1382,94,27,2,9,13,29,0
1383,304,51,10,8,64,42,0
1384,68,56,11,8,8,34,0
1385,317,48,9,9,65,21,0
1386,443,44,16,3,9,9,0
1387,235,17,16,0,92,10,0
1388,433,1,10,1,2,37,0
1389,333,12,3,7,78,32,0
1390,372,44,6,9,13,5,0
1391,375,53,13,7,2,36,0
1392,458,14,6,1,68,6,0
1393,136,19,7,3,76,43,0
1394,417,28,0,0,48,11,1
1395,75,58,3,6,74,6,0
1396,482,41,11,3,3,1,0
1397,34,28,2,7,68,0,0
1398,0,2,12,8,6,22,1
1399,295,18,19,8,87,24,0
1400,319,2,5,2,5,17,0
1401,405,53,10,4,3,43,0
1402,59,13,3,5,10,6,0
1403,319,39,19,5,43,2,0
1404,348,58,15,9,19,28,0
1405,327,54,6,7,14,9,0
1406,266,3,10,5,21,42,0
1407,360,58,0,5,43,4,1
1408,228,59,6,3,28,33,0
1409,269,51,11,6,21,7,0
1410,315,10,6,7,36,13,0
1411,285,57,6,2,24,39,0
1412,290,30,9,6,54,5,0
1413,212,42,15,2,38,0,0
1414,164,31,7,7,17,32,0
1415,4,26,8,0,22,39,0
1416,338,29,8,0,83,10,0
1417,378,42,1,5,45,49,0
1418,77,1,12,9,74,23,0
1419,409,48,12,8,61,9,0
1420,61,8,3,3,11,43,0
1421,131,27,11,5,61,22,0
1422,88,30,16,4,38,15,0
1423,236,59,1,0,66,36,0
1424,41,33,12,5,33,15,0
1425,88,55,17,8,43,43,0
1426,401,14,14,2,31,30,0
1427,295,47,7,2,35,5,0
1428,327,24,14,1,37,29,0
1429,294,35,0,3,47,36,1
1430,103,7,19,9,23,0,0
1431,13,8,9,2,36,41,0
1432,287,57,11,1,40,24,0
1433,178,57,4,0,90,45,0
1434,124,36,8,2,89,20,0
1435,421,47,7,9,81,34,0
1436,352,44,15,5,15,37,0
1437,22,38,13,8,37,4,0
1438,62,31,12,4,4,48,0
1439,142,57,12,2,22,49,0
1440,480,51,4,4,81,11,0
1441,152,16,15,4,22,4,0
1442,144,34,10,4,81,8,0
1443,224,36,4,6,78,43,0
1444,494,18,12,4,78,8,0
1445,449,43,10,6,17,34,0
1446,461,28,18,8,72,0,0
1447,308,58,2,4,98,46,0
1448,103,6,14,1,90,9,0
1449,103,27,6,4,94,45,0
1450,434,8,6,7,86,38,0
1451,38,27,5,3,80,35,0
1452,434,5,2,1,94,36,0
1453,197,28,12,9,80,47,0
1454,133,57,6,2,38,34,0
1455,66,16,4,8,24,16,0
1456,390,15,17,8,99,12,0
1457,178,22,7,7,6,5,0
1458,455,30,16,7,68,36,0
1459,41,2,19,7,82,47,1
1460,447,20,0,7,6,31,1
1461,499,25,13,7,26,10,0
1462,14,35,16,0,91,16,0
1463,110,41,9,5,41,4,0
1464,156,36,11,8,75,5,0
1465,288,52,15,7,38,9,0
1466,499,21,13,2,80,32,0
1467,477,41,15,0,83,29,0
1468,230,11,7,1,43,20,0
1469,410,41,9,1,53,41,0
1470,419,12,16,6,15,16,0
1471,156,10,17,5,90,26,0
1472,37,53,19,1,56,2,0
1473,440,15,15,7,56,28,0
1474,96,7,16,8,31,1,0
1475,484,39,15,6,83,28,0
1476,410,58,18,3,57,48,0
1477,438,56,7,0,51,35,0
1478,288,39,5,3,24,33,0
1479,253,44,5,3,58,36,0
1480,195,58,8,7,73,41,0
1481,85,1,3,3,87,0,0
1482,321,29,11,3,4,25,0
1483,9,29,11,1,10,0,0
1484,4,11,16,9,63,3,0
1485,122,9,14,6,73,38,0
1486,329,43,8,3,83,13,0
1487,352,10,6,5,15,45,0
1488,117,14,9,2,98,17,0
1489,293,15,15,6,63,33,0
1490,396,16,11,5,19,0,0
1491,158,25,6,2,63,21,0
1492,302,1,17,3,56,15,0
1493,227,49,14,9,21,21,0
1494,364,11,5,4,34,49,0
1495,215,50,11,8,17,15,0
1496,435,25,10,5,18,27,0
1497,183,22,19,3,81,27,0
1498,14,17,2,6,66,21,0
1499,156,31,1,1,51,5,0
1500,135,48,5,3,65,24,0
1501,260,37,4,4,43,41,0
1502,156,56,17,3,57,1,0
1503,46,46,15,3,10,6,0
1504,323,2,7,8,37,16,0
1505,331,37,19,1,48,34,0
1506,172,2,10,5,69,19,0
1507,129,29,9,7,56,43,0
1508,410,0,11,7,76,1,0
1509,94,29,5,6,36,6,0
1510,114,44,19,9,31,31,0
1511,242,31,4,3,55,48,0
1512,419,27,8,6,38,18,0
1513,291,20,15,9,73,11,0
1514,281,57,13,5,90,8,0
1515,298,45,7,5,15,26,0
1516,282,12,19,1,16,13,0
1517,68,26,18,7,77,1,0
1518,147,35,13,7,89,20,0
1519,10,6,6,6,94,3,0
1520,253,21,4,8,53,20,0
1521,329,9,17,7,56,47,0
1522,359,38,1,8,7,21,0
1523,37,52,10,8,57,48,0
1524,133,14,7,5,55,1,0
1525,199,14,0,1,52,16,1
1526,22,3,11,6,4,18,1
1527,302,31,1,2,43,39,0
1528,345,22,17,6,40,23,0
1529,301,54,6,8,30,19,0
1530,362,5,16,9,10,37,0
1531,395,23,13,9,94,11,0
1532,217,19,6,1,7,24,0
1533,140,57,2,5,36,22,0
1534,103,36,5,5,35,49,0
1535,445,19,19,8,88,33,0
1536,209,11,1,8,39,31,0
1537,472,32,16,4,36,23,0
1538,480,27,11,4,20,41,0
1539,110,7,11,8,49,24,0
1540,103,0,16,7,96,2,0
1541,315,36,9,6,59,24,0
1542,170,21,2,7,49,27,0
1543,459,5,19,5,90,11,0
1544,491,20,17,2,26,25,0
1545,355,31,12,6,36,47,0
1546,495,34,11,7,43,43,0
1547,323,14,16,7,99,7,0
1548,132,4,3,0,43,4,0
1549,375,59,9,6,99,10,0
1550,292,55,10,2,76,41,0
1551,327,45,5,1,33,34,0
1552,126,49,5,1,78,26,0
1553,105,47,8,7,97,40,0
1554,496,5,14,8,45,43,0
1555,91,24,1,2,45,37,0
1556,286,55,3,2,88,18,0
1557,377,45,4,5,15,47,0
1558,392,58,16,9,95,31,0
1559,50,55,7,0,17,45,0
1560,28,39,7,5,12,27,0
1561,461,28,11,2,22,35,0
1562,295,6,7,3,23,17,0
1563,296,39,18,8,90,9,0
1564,213,12,2,2,78,31,0
1565,266,37,17,0,12,17,0
1566,406,17,18,2,68,11,0
1567,256,1,18,6,51,7,0
1568,301,7,14,6,13,32,0
1569,100,10,5,4,57,45,0
1570,404,32,15,0,55,37,0
1571,345,53,7,7,82,13,0
1572,109,37,15,9,28,1,0
1573,419,47,17,7,44,8,0
1574,181,26,19,9,19,43,0
1575,470,19,15,9,46,4,0
1576,312,11,10,9,3,33,0
1577,0,42,6,1,83,18,0
1578,318,30,16,9,20,6,0
1579,437,26,16,2,25,38,0
1580,54,31,11,3,75,41,0
1581,370,9,12,0,56,16,0
1582,423,2,9,3,81,25,0
1583,398,44,6,4,61,45,0
1584,148,26,13,2,55,26,0
1585,430,34,0,9,35,42,1
1586,456,30,16,1,78,27,0
1587,308,14,3,5,59,19,0
1588,136,15,4,7,39,5,0
1589,201,12,19,6,57,7,0
1590,435,48,6,0,83,31,0
1591,312,34,9,3,67,18,0
1592,116,51,16,2,34,31,0
1593,153,10,6,5,41,18,0
1594,424,58,0,8,22,23,1
1595,290,20,6,8,27,23,0
1596,62,50,10,6,21,16,0
1597,243,53,8,8,41,17,0
1598,24,10,11,7,31,11,0
1599,89,29,2,4,27,40,0
1600,74,59,3,8,37,22,0
1601,293,47,3,6,66,47,0
1602,385,52,12,4,54,17,0
1603,390,34,18,7,9,15,0
1604,209,21,9,6,83,15,0
1605,474,37,4,8,42,35,0
1606,417,30,6,9,36,22,0
1607,346,13,15,0,10,21,0
1608,16,23,0,8,59,38,1
1609,127,49,11,6,40,32,0
1610,426,48,1,0,54,23,0
1611,442,31,6,0,39,19,0
1612,363,35,10,4,7,32,0
1613,250,31,12,7,4,30,0
1614,178,54,1,8,15,39,0
1615,181,14,6,5,76,7,0
1616,151,42,14,9,48,9,0
1617,24,57,10,7,6,0,0
1618,454,34,1,5,73,20,0
1619,179,2,6,5,35,24,0
1620,197,15,3,3,72,31,0
1621,343,4,10,4,71,45,0
1622,160,20,1,1,68,45,0
1623,176,9,15,2,58,9,0
1624,284,18,6,2,77,47,0
1625,62,24,12,4,19,8,0
1626,490,3,4,4,62,19,0
1627,149,28,16,5,71,47,0
1628,153,18,11,4,10,19,0
1629,155,42,18,5,25,39,0
1630,369,1,6,7,44,6,0
1631,468,9,5,1,99,10,0
1632,48,42,7,3,58,20,0
1633,454,24,12,5,25,37,0
1634,336,19,4,4,93,46,0
1635,83,47,1,0,76,18,0
1636,360,18,8,8,40,45,0
1637,176,22,10,2,76,14,0
1638,147,23,5,1,70,5,0
1639,117,10,6,8,10,9,0
1640,341,45,6,6,66,45,0
1641,475,33,18,4,25,15,0
1642,62,54,5,5,71,44,0
1643,188,27,10,3,87,10,0
1644,359,4,10,0,11,34,0
1645,48,58,6,3,36,7,0
1646,326,4,1,8,49,27,0
1647,256,50,18,0,48,2,0
1648,223,20,3,9,87,1,0
1649,140,11,5,2,7,13,0
1650,477,49,16,4,91,28,0
1651,214,3,4,6,77,46,0
1652,434,53,6,8,51,2,0
1653,378,48,8,5,17,0,0
1654,439,41,0,2,32,14,1
1655,210,19,0,6,26,19,1
1656,317,37,18,3,22,21,0
1657,31,24,5,2,13,33,0
1658,157,13,17,6,12,49,0
1659,284,10,9,6,71,32,0
1660,304,31,10,3,1,8,0
1661,428,10,0,6,33,2,1
1662,476,17,0,1,14,1,1
1663,285,26,12,0,64,3,0
1664,143,54,4,1,43,15,0
1665,423,53,19,3,58,32,0
1666,18,17,0,7,41,8,1
1667,17,55,19,2,81,39,0
1668,256,22,2,9,68,37,0
1669,77,10,17,5,39,17,0
1670,370,20,8,5,1,15,0
1671,174,43,13,8,41,7,0
1672,497,4,16,8,45,22,0
1673,193,22,13,3,88,35,0
1674,475,40,3,8,98,2,0
1675,112,58,4,5,98,14,0
1676,113,24,16,1,88,37,0
1677,221,40,1,9,79,32,0
1678,165,53,4,5,81,17,0
1679,434,9,3,1,13,22,0
1680,318,21,3,7,71,42,0
1681,131,18,5,3,9,2,0
1682,384,0,19,4,63,29,0
1683,263,6,12,7,99,44,0
1684,412,3,4,7,23,16,0
1685,54,0,6,5,54,49,0
1686,358,14,19,3,47,31,0
1687,130,39,0,0,39,45,1
1688,287,11,13,6,87,6,0
1689,265,21,3,7,26,38,0
1690,457,21,16,8,1,13,0
1691,466,49,13,1,14,14,0
1692,365,46,15,0,96,43,0
1693,161,16,13,3,74,11,0
1694,379,28,15,4,65,7,0
1695,480,45,19,9,69,15,0
1696,86,13,7,0,67,40,0
